user1:41;41;41;41;41;41;41;41;41;41
user2:28;28;28;28;28;28;28;28;28;28
user3:41;41;41;41;41;41;41;41;41;41
user4:15;15;15;15;15;15;15;15;15;15
user5:35;35;35;35;35;35;35;35;35;35
user6:39;39;39;39;39;39;39;39;39;39
user7:15;15;15;15;15;15;15;15;15;15
user8:22;22;22;22;22;22;22;22;22;22
user9:0;0;3;3;3;0;3;3;3;3
user10:41;41;41;41;41;41;41;41;41;41
user11:61;61;61;61;61;61;61;61;61;61
user12:46;43;46;46;43;43;43;43;46;46
user13:1;0;0;0;0;1;1;61;61;61
user14:27;25;27;27;25;24;24;27;27;65
user15:26;61;61;61;61;61;61;61;61;27
user16:65;41;65;41;65;41;41;41;65;41
user17:56;56;56;56;56;12;12;12;12;12
user18:22;22;22;22;22;22;22;22;22;22
user19:3;3;3;3;0;3;3;3;3;3
user20:39;39;32;32;39;32;39;39;39;39
user21:56;56;56;56;56;56;56;56;56;56
user22:12;12;12;12;56;56;56;28;28;28
user23:0;1;1;0;1;0;0;0;0;1
user24:15;15;15;15;15;15;15;15;15;15
user25:22;22;22;22;22;22;22;22;22;22
user26:42;42;42;42;42;42;42;42;28;42
user27:15;15;15;15;15;15;15;15;15;15
user28:0;0;0;7;1;1;61;61;61;61
user29:23;23;61;61;61;61;61;61;61;61
user30:0;1;0;0;0;0;0;1;1;1
user31:1;1;1;1;1;0;0;0;0;1
user32:61;61;61;61;61;61;61;65;65;65
user33:15;15;15;15;15;15;15;15;15;15
user34:65;15;15;15;15;33;34;33;33;33
user35:0;0;1;0;0;0;0;1;1;1
user36:1;0;0;1;1;61;61;61;61;61
user37:1;1;1;1;0;0;0;0;0;1
user38:43;43;45;45;43;45;43;43;43;45
user39:43;45;45;43;43;45;43;43;43;45
user40:0;9;9;9;9;0;9;0;0;9
user41:65;41;41;65;65;65;65;65;61;61
user42:0;1;1;1;0;0;0;0;0;9
user43:0;1;1;1;1;0;9;0;0;9
user44:56;56;56;56;56;56;56;56;55;55
user45:43;45;45;43;45;43;43;45;45;43
user46:26;27;27;26;27;26;27;26;27;26
user47:2;0;0;2;0;2;2;2;2;2
user48:3;3;3;0;0;0;0;3;3;3
user49:3;0;0;0;0;0;0;3;3;3
user50:43;43;43;45;43;43;43;43;43;45
user51:41;41;41;41;41;41;41;41;41;41
user52:0;0;0;3;3;3;3;3;3;3
user53:3;0;0;0;0;0;3;3;3;3
user54:0;0;0;0;0;0;0;7;0;1
user55:5;5;5;1;1;1;0;1;0;1
user56:43;44;43;43;1;0;1;1;1;1
user57:5;5;5;5;5;5;5;5;5;5
user58:5;5;5;0;5;0;0;5;5;5
user59:5;5;43;43;45;43;43;43;43;45
user60:3;3;3;3;0;0;0;3;3;3
